audit_name,settings,operator,map,remediation
18.10.58.6 (L1) Ensure 'Allow search and Cortana to use location' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow search and Cortana to use location"
18.10.58.7 (L2) Ensure 'Allow search highlights' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Search\Allow search highlights"
18.10.62.1 (L2) Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Software Protection Platform\Turn off KMS Client Online AVS Validation"
18.10.65.1 (L2) Ensure 'Disable all apps from Microsoft Store' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Store\Disable all apps from Microsoft Store"
18.10.65.2 (L1) Ensure 'Only display the private store within the Microsoft Store' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Store\Only display the private store within the Microsoft Store"
18.10.65.3 (L1) Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled' (Automated),Disabled,==,"{""4"":""Disabled"",""2"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Store\Turn off Automatic Download and Install of updates"
18.10.65.4 (L1) Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Store\Turn off the offer to update to the latest version of Windows"
18.10.65.5 (L2) Ensure 'Turn off the Store application' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Store\Turn off the Store application"
18.10.71.1 (L1) Ensure 'Allow widgets' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Widgets\Allow widgets"
18.10.75.2.1 (L1) Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' (Automated),Enabled: Warn and prevent bypass,==,"{""0"":""Disabled"",""1"":""Enabled: Warn and prevent bypass""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Warn and prevent bypass: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Defender SmartScreen\Explorer\Configure Windows Defender SmartScreen"
18.10.77.1 (L1) Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Game Recording and Broadcasting\Enables or disables Windows Game Recording and Broadcasting"
18.10.79.1 (L2) Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Ink Workspace\Allow suggested apps in Windows Ink Workspace"
"18.10.79.2 (L1) Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled' (Automated)","Enabled: On, but disallow access above lock,Enabled: On",one_of,"{""0"":""Disabled"",""1"":""Enabled: On, but disallow access above lock"",""2"":""Enabled: On""}","To establish the recommended configuration via GP, set the following UI path to Enabled: On, but disallow access above lock OR Enabled: Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Ink Workspace\Allow Windows Ink Workspace"
18.10.80.1 (L1) Ensure 'Allow user control over installs' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Installer\Allow user control over installs"
18.10.80.2 (L1) Ensure 'Always install with elevated privileges' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Installer\Always install with elevated privileges"
18.10.80.3 (L2) Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Installer\Prevent Internet Explorer security prompt for Windows Installer scripts"
18.10.81.1 (L1) Ensure 'Enable MPR notifications for the system' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Logon Options\Enable MPR notifications for the system"
18.10.81.2 (L1) Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Logon Options\Sign-in and lock last interactive user automatically after a restart"
18.10.86.1 (L2) Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows PowerShell\Turn on PowerShell Script Block Logging"
18.10.86.2 (L2) Ensure 'Turn on PowerShell Transcription' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows PowerShell\Turn on PowerShell Transcription"
18.10.88.1.1 (L1) Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow Basic authentication"
18.10.88.1.2 (L1) Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow unencrypted traffic"
18.10.88.1.3 (L1) Ensure 'Disallow Digest authentication' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Disallow Digest authentication"
18.10.88.2.1 (L1) Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow Basic authentication"
18.10.88.2.2 (L2) Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow remote server management through WinRM"
18.10.88.2.3 (L1) Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow unencrypted traffic"
18.10.88.2.4 (L1) Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Disallow WinRM from storing RunAs credentials"
18.10.89.1 (L2) Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Shell\Allow Remote Shell Access"
18.10.90.1 (L1) Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Sandbox\Allow clipboard sharing with Windows Sandbox"
18.10.90.2 (L1) Ensure 'Allow networking in Windows Sandbox' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Sandbox\Allow networking in Windows Sandbox"
18.10.91.2.1 (L1) Ensure 'Prevent users from modifying settings' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Security\App and browser protection\Prevent users from modifying settings"
18.10.92.1.1 (L1) Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Legacy Policies\No auto-restart with logged on users for scheduled automatic updates installations"
